# Target Sample Rate: 200 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-06 23:43:56.086
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:45:37:002,-0.0004,0.0050,-0.1169,0.12
23:45:37:003,-0.0004,-0.0046,-0.1207,0.12
23:45:37:006,0.0091,0.0002,-0.1245,0.12
23:45:37:018,-0.0053,0.0050,-0.1139,0.11
23:45:37:018,0.0091,0.0050,-0.1225,0.12
23:45:37:021,-0.0004,0.0050,-0.1120,0.11
23:45:37:036,-0.0004,0.0050,-0.1253,0.13
23:45:37:055,0.0043,0.0003,-0.1127,0.11
23:45:37:071,-0.0053,0.0051,-0.0995,0.10
23:45:37:087,0.0136,0.0001,-0.1062,0.11
23:45:37:103,-0.0008,-0.0002,-0.1082,0.11
23:45:37:121,-0.0008,0.0046,-0.0903,0.09
23:45:37:138,0.0089,-0.0095,-0.0974,0.10
23:45:37:153,-0.0008,-0.0046,-0.0855,0.09
23:45:37:153,-0.0103,0.0049,-0.1180,0.12
23:45:37:153,-0.0054,0.0001,-0.1075,0.11
23:45:37:172,-0.0053,0.0003,-0.1057,0.11
23:45:37:189,0.0043,0.0004,-0.1126,0.11
23:45:37:205,0.0044,0.0051,-0.1049,0.11
23:45:37:220,0.0044,0.0004,-0.1015,0.10
23:45:37:239,0.0043,0.0099,-0.1086,0.11
23:45:37:247,-0.0005,0.0003,-0.0777,0.08
23:45:37:256,-0.0054,-0.0044,-0.0765,0.08
23:45:37:258,0.0041,-0.0044,-0.0758,0.08
23:45:37:272,-0.0054,0.0100,-0.0657,0.07
23:45:37:288,-0.0006,-0.0043,-0.0641,0.06
23:45:37:305,0.0040,0.0099,-0.0385,0.04
23:45:37:322,-0.0056,0.0002,-0.0139,0.02
23:45:37:338,0.0039,0.0050,-0.0086,0.01
23:45:37:355,0.0085,0.0050,0.0059,0.01
23:45:37:372,0.0037,0.0051,0.0150,0.02
23:45:37:392,-0.0058,0.0098,0.0146,0.02
23:45:37:410,0.0086,0.0003,0.0281,0.03
23:45:37:425,0.0086,0.0051,0.0369,0.04
23:45:37:433,-0.0009,0.0096,0.0402,0.04
23:45:37:438,-0.0057,0.0000,0.0446,0.04
23:45:37:452,-0.0103,0.0000,0.0442,0.05
23:45:37:458,0.0038,-0.0096,0.0619,0.06
23:45:37:478,-0.0010,0.0047,0.0709,0.07
23:45:37:501,-0.0106,0.0001,0.0641,0.07
23:45:37:520,-0.0010,-0.0000,0.0806,0.08
23:45:37:540,-0.0058,0.0002,0.0875,0.09
23:45:37:557,-0.0011,0.0050,0.0988,0.10
23:45:37:573,0.0037,0.0049,0.1004,0.10
23:45:37:592,0.0037,0.0048,0.1073,0.11
23:45:37:606,-0.0058,0.0000,0.1047,0.10
23:45:37:607,-0.0010,0.0001,0.1038,0.10
23:45:37:608,-0.0105,0.0001,0.1125,0.11
23:45:37:615,-0.0009,0.0096,0.1153,0.12
23:45:37:621,0.0086,-0.0095,0.1191,0.12
23:45:37:626,-0.0010,0.0001,0.1229,0.12
23:45:37:640,0.0037,0.0096,0.1218,0.12
23:45:37:664,0.0085,-0.0048,0.1140,0.11
23:45:37:685,-0.0057,0.0048,0.1240,0.12
23:45:37:704,-0.0008,0.0095,0.1270,0.13
23:45:37:709,-0.0007,-0.0098,0.1427,0.14
23:45:37:721,0.0040,-0.0001,0.1320,0.13
23:45:37:722,-0.0007,0.0045,0.1404,0.14
23:45:37:724,-0.0055,-0.0002,0.1439,0.14
23:45:37:740,-0.0054,-0.0050,0.1427,0.14
23:45:37:761,-0.0006,0.0092,0.1392,0.14
23:45:37:770,-0.0005,-0.0053,0.1335,0.13
23:45:37:775,0.0042,0.0091,0.1466,0.15
23:45:37:787,-0.0005,0.0042,0.1597,0.16
23:45:37:795,-0.0005,-0.0005,0.1476,0.15
23:45:37:811,-0.0054,0.0090,0.1452,0.15
23:45:37:819,-0.0054,0.0041,0.1451,0.15
23:45:37:825,-0.0006,-0.0007,0.1439,0.14
23:45:37:836,-0.0007,0.0042,0.1379,0.14
23:45:37:855,-0.0007,0.0043,0.1486,0.15
23:45:37:875,0.0040,-0.0005,0.1437,0.14
23:45:37:885,0.0040,0.0041,0.1341,0.13
23:45:37:889,-0.0055,-0.0006,0.1472,0.15
23:45:37:902,0.0040,0.0041,0.1507,0.15
23:45:37:920,-0.0008,0.0040,0.1472,0.15
23:45:37:925,0.0040,-0.0055,0.1388,0.14
23:45:37:940,-0.0056,0.0040,0.1472,0.15
23:45:37:958,0.0037,0.0040,0.1435,0.14
23:45:37:977,-0.0057,0.0087,0.1352,0.14
23:45:37:991,0.0039,-0.0105,0.1355,0.14
23:45:37:991,-0.0009,0.0039,0.1391,0.14
23:45:38:007,-0.0009,-0.0009,0.1321,0.13
23:45:38:023,-0.0007,0.0039,0.1336,0.13
23:45:38:041,0.0039,0.0039,0.1340,0.13
23:45:38:059,-0.0009,0.0036,0.1354,0.14
23:45:38:075,0.0038,-0.0108,0.1226,0.12
23:45:38:092,0.0036,0.0084,0.1231,0.12
23:45:38:109,0.0084,-0.0060,0.1105,0.11
23:45:38:128,-0.0060,0.0084,0.1218,0.12
23:45:38:145,0.0083,-0.0011,0.1178,0.12
23:45:38:163,-0.0012,-0.0059,0.1055,0.11
23:45:38:181,-0.0059,0.0037,0.1113,0.11
23:45:38:196,-0.0058,0.0036,0.1169,0.12
23:45:38:214,0.0035,-0.0010,0.1235,0.12
23:45:38:222,-0.0061,-0.0009,0.1053,0.11
23:45:38:227,-0.0014,0.0039,0.1092,0.11
23:45:38:238,-0.0014,0.0037,0.1130,0.11
23:45:38:238,0.0034,-0.0058,0.1073,0.11
23:45:38:241,-0.0015,-0.0105,0.1112,0.11
23:45:38:256,-0.0015,0.0039,0.0960,0.10
23:45:38:279,-0.0013,-0.0010,0.1028,0.10
23:45:38:295,0.0083,0.0037,0.0994,0.10
23:45:38:303,-0.0013,-0.0061,0.0913,0.09
23:45:38:307,-0.0061,-0.0012,0.0953,0.10
23:45:38:320,0.0035,-0.0012,0.0992,0.10
23:45:38:327,0.0082,0.0036,0.0922,0.09
23:45:38:340,-0.0061,-0.0060,0.0961,0.10
23:45:38:342,-0.0013,0.0083,0.0811,0.08
23:45:38:342,0.0082,-0.0060,0.0899,0.09
23:45:38:358,0.0034,0.0035,0.0844,0.08
23:45:38:375,-0.0060,0.0035,0.0869,0.09
23:45:38:388,-0.0058,-0.0061,0.0840,0.08
23:45:38:389,0.0037,-0.0013,0.0833,0.08
23:45:38:392,0.0085,0.0082,0.0731,0.07
23:45:38:406,0.0037,0.0034,0.0725,0.07
23:45:38:422,-0.0011,-0.0061,0.0943,0.09
23:45:38:437,0.0037,-0.0013,0.0780,0.08
23:45:38:458,-0.0010,-0.0009,0.0614,0.06
23:45:38:476,-0.0013,0.0084,0.0597,0.06
23:45:38:495,0.0082,-0.0010,0.0624,0.06
23:45:38:513,-0.0111,-0.0152,0.0608,0.06
23:45:38:530,0.0032,0.0039,0.0589,0.06
23:45:38:546,-0.0016,-0.0007,0.0479,0.05
23:45:38:562,-0.0016,-0.0104,0.0418,0.04
23:45:38:580,0.0080,-0.0008,0.0549,0.06
23:45:38:595,0.0033,-0.0103,0.0533,0.05
23:45:38:611,0.0078,0.0040,0.0425,0.04
23:45:38:626,-0.0019,0.0088,0.0367,0.04
23:45:38:642,0.0029,0.0039,0.0498,0.05
23:45:38:663,-0.0018,-0.0057,0.0388,0.04
23:45:38:679,-0.0015,-0.0009,0.0281,0.03
23:45:38:694,-0.0016,-0.0058,0.0416,0.04
23:45:38:712,-0.0017,0.0037,0.0360,0.04
23:45:38:730,0.0032,0.0037,0.0446,0.04
23:45:38:746,0.0032,-0.0010,0.0340,0.03
23:45:38:763,-0.0064,-0.0010,0.0379,0.04
23:45:38:779,0.0031,0.0038,0.0275,0.03
23:45:38:794,-0.0114,-0.0057,0.0263,0.03
23:45:38:811,-0.0018,-0.0008,0.0350,0.04
23:45:38:817,-0.0065,0.0039,0.0388,0.04
23:45:38:838,0.0077,-0.0009,0.0432,0.04
23:45:38:844,-0.0019,-0.0056,0.0418,0.04
23:45:38:866,0.0029,-0.0151,0.0367,0.04
23:45:38:882,0.0077,-0.0056,0.0309,0.03
23:45:38:900,-0.0067,0.0041,0.0206,0.02
23:45:38:922,-0.0020,-0.0053,0.0291,0.03
23:45:38:939,-0.0019,-0.0052,0.0280,0.03
23:45:38:944,-0.0018,-0.0005,0.0271,0.03
23:45:38:962,-0.0018,-0.0005,0.0458,0.05
23:45:38:977,-0.0065,0.0091,0.0212,0.02
23:45:38:994,-0.0018,-0.0005,0.0301,0.03
23:45:39:012,0.0075,0.0045,0.0290,0.03
23:45:39:028,0.0029,-0.0004,0.0139,0.01
23:45:39:044,-0.0021,-0.0004,0.0226,0.02
23:45:39:063,0.0027,-0.0098,0.0314,0.03
23:45:39:071,-0.0020,0.0045,0.0401,0.04
23:45:39:075,-0.0019,0.0045,0.0398,0.04
23:45:39:092,-0.0019,-0.0003,0.0347,0.03
23:45:39:112,-0.0018,-0.0051,0.0289,0.03
23:45:39:134,-0.0068,0.0044,0.0235,0.02
23:45:39:152,0.0029,-0.0052,0.0274,0.03
23:45:39:167,0.0030,-0.0053,0.0311,0.03
23:45:39:185,-0.0065,-0.0003,0.0163,0.02
23:45:39:202,0.0030,-0.0004,0.0204,0.02
23:45:39:219,-0.0065,0.0043,0.0293,0.03
23:45:39:240,0.0029,0.0043,0.0190,0.02
23:45:39:256,0.0030,-0.0005,0.0183,0.02
23:45:39:271,-0.0016,-0.0005,0.0226,0.02
23:45:39:289,0.0033,-0.0099,0.0269,0.03
23:45:39:305,-0.0062,0.0090,0.0026,0.01
23:45:39:321,-0.0061,0.0090,0.0166,0.02
23:45:39:337,-0.0013,-0.0005,0.0209,0.02
23:45:39:355,-0.0015,0.0042,0.0062,0.01
23:45:39:371,0.0033,0.0041,0.0345,0.03
23:45:39:389,-0.0016,-0.0007,0.0102,0.01
23:45:39:403,0.0032,0.0087,0.0099,0.01
23:45:39:403,0.0080,0.0039,0.0098,0.01
23:45:39:403,-0.0016,0.0038,0.0050,0.01
23:45:39:412,-0.0016,0.0037,0.0143,0.01
23:45:39:423,-0.0016,-0.0011,0.0189,0.02
23:45:39:423,0.0031,-0.0058,0.0140,0.02
23:45:39:426,0.0031,-0.0058,-0.0003,0.01
23:45:39:442,0.0078,0.0037,0.0044,0.01
23:45:39:462,0.0030,-0.0011,-0.0053,0.01
23:45:39:478,-0.0017,0.0037,0.0183,0.02
23:45:39:494,-0.0018,-0.0010,0.0134,0.01
23:45:39:510,-0.0065,-0.0057,0.0083,0.01
23:45:39:527,-0.0017,-0.0011,-0.0014,0.00
23:45:39:546,-0.0063,0.0085,0.0079,0.01
23:45:39:560,-0.0014,-0.0010,0.0030,0.00
23:45:39:562,-0.0013,-0.0010,0.0124,0.01
23:45:39:563,0.0034,-0.0010,0.0028,0.00
23:45:39:567,-0.0014,-0.0057,0.0075,0.01
23:45:39:573,0.0033,0.0038,0.0026,0.01
23:45:39:578,-0.0062,-0.0057,0.0026,0.01
23:45:39:588,-0.0014,-0.0009,0.0121,0.01
23:45:39:588,-0.0014,-0.0103,0.0167,0.02
23:45:39:592,-0.0108,-0.0007,0.0024,0.01
23:45:39:607,-0.0013,0.0040,-0.0024,0.00
23:45:39:612,-0.0012,-0.0055,0.0119,0.01
23:45:39:627,0.0083,-0.0054,-0.0025,0.01
23:45:39:644,0.0082,-0.0007,0.0069,0.01
23:45:39:662,-0.0061,0.0040,0.0068,0.01
23:45:39:679,-0.0014,-0.0007,0.0110,0.01
23:45:39:696,-0.0155,0.0041,0.0109,0.02
23:45:39:712,-0.0059,-0.0009,0.0012,0.01
23:45:39:727,-0.0011,-0.0009,0.0105,0.01
23:45:39:745,0.0037,-0.0010,0.0056,0.01
23:45:39:763,0.0036,-0.0104,0.0149,0.02
23:45:39:777,0.0036,-0.0056,0.0004,0.01
23:45:39:779,-0.0012,-0.0008,0.0052,0.01
23:45:39:780,-0.0012,-0.0008,0.0146,0.01
23:45:39:793,0.0036,0.0040,0.0050,0.01
23:45:39:811,0.0035,-0.0008,0.0001,0.00
23:45:39:828,-0.0013,0.0038,0.0095,0.01
23:45:39:834,-0.0013,0.0037,-0.0000,0.00
23:45:39:859,-0.0014,-0.0011,0.0094,0.01
23:45:39:878,-0.0061,-0.0009,0.0139,0.02
23:45:39:895,-0.0106,0.0039,0.0041,0.01
23:45:39:914,0.0037,-0.0011,0.0135,0.01
23:45:39:931,0.0035,0.0084,-0.0010,0.01
23:45:39:948,-0.0060,0.0035,-0.0059,0.01
23:45:39:963,-0.0012,0.0036,0.0083,0.01
23:45:39:980,0.0035,0.0084,0.0035,0.01
23:45:39:999,-0.0060,-0.0059,0.0082,0.01
23:45:40:014,0.0084,-0.0059,-0.0015,0.01
23:45:40:019,0.0034,-0.0011,0.0032,0.00
23:45:40:025,-0.0013,-0.0010,-0.0015,0.00
23:45:40:030,-0.0061,0.0037,0.0032,0.01
23:45:40:044,-0.0060,0.0085,0.0032,0.01
23:45:40:044,-0.0060,0.0085,-0.0016,0.01
23:45:40:045,-0.0012,-0.0011,-0.0016,0.00
23:45:40:062,-0.0012,-0.0011,-0.0015,0.00
23:45:40:081,-0.0058,0.0083,-0.0063,0.01
23:45:40:099,-0.0010,0.0083,-0.0015,0.01
23:45:40:117,-0.0059,-0.0012,-0.0014,0.01
23:45:40:133,-0.0013,-0.0059,-0.0014,0.01
23:45:40:148,-0.0061,-0.0010,-0.0061,0.01
23:45:40:164,0.0035,0.0084,0.0082,0.01
23:45:40:179,0.0080,0.0036,0.0081,0.01
23:45:40:194,-0.0062,-0.0012,-0.0062,0.01
23:45:40:212,0.0033,-0.0060,0.0080,0.01
23:45:40:230,0.0082,-0.0013,-0.0064,0.01
23:45:40:249,0.0033,-0.0012,-0.0063,0.01
23:45:40:267,0.0080,-0.0060,-0.0015,0.01
23:45:40:284,-0.0062,0.0034,0.0033,0.01
23:45:40:301,-0.0014,-0.0061,0.0033,0.01
23:45:40:317,-0.0062,0.0034,-0.0061,0.01
23:45:40:335,0.0033,0.0033,0.0082,0.01
23:45:40:351,0.0081,0.0033,-0.0110,0.01
23:45:40:367,-0.0013,-0.0062,0.0035,0.01
23:45:40:384,-0.0061,-0.0014,-0.0060,0.01
23:45:40:403,-0.0012,-0.0109,-0.0105,0.02
23:45:40:419,-0.0060,0.0036,0.0086,0.01
23:45:40:439,0.0035,0.0083,0.0038,0.01
23:45:40:459,0.0036,-0.0062,-0.0009,0.01
23:45:40:467,-0.0060,-0.0011,-0.0008,0.01
23:45:40:477,-0.0060,0.0084,-0.0056,0.01
23:45:40:477,0.0036,-0.0012,-0.0008,0.00
23:45:40:482,0.0083,-0.0012,-0.0008,0.01
23:45:40:494,-0.0060,-0.0107,-0.0007,0.01
23:45:40:511,-0.0058,0.0036,0.0040,0.01
23:45:40:517,-0.0012,-0.0013,-0.0055,0.01
23:45:40:528,-0.0011,-0.0059,0.0088,0.01
23:45:40:529,-0.0058,0.0036,-0.0008,0.01
23:45:40:532,-0.0057,-0.0012,-0.0103,0.01
23:45:40:545,-0.0057,-0.0012,-0.0102,0.01
23:45:40:545,-0.0057,-0.0012,-0.0006,0.01
23:45:40:546,-0.0056,-0.0059,-0.0054,0.01
23:45:40:560,-0.0008,0.0036,-0.0006,0.00
23:45:40:566,-0.0009,-0.0011,0.0043,0.00
23:45:40:578,0.0039,0.0037,-0.0005,0.01
23:45:40:579,0.0085,-0.0011,-0.0100,0.01
23:45:40:582,-0.0010,-0.0011,-0.0051,0.01
23:45:40:596,-0.0010,-0.0010,-0.0146,0.01
23:45:40:614,-0.0059,0.0037,-0.0097,0.01
23:45:40:631,-0.0010,-0.0154,-0.0001,0.02
23:45:40:649,-0.0057,-0.0010,-0.0047,0.01
23:45:40:666,-0.0103,-0.0011,-0.0046,0.01
23:45:40:672,-0.0007,-0.0010,-0.0045,0.00
23:45:40:677,-0.0007,-0.0010,-0.0045,0.00
23:45:40:682,0.0041,0.0133,-0.0139,0.02
23:45:40:694,0.0088,-0.0010,0.0004,0.01
23:45:40:696,-0.0007,-0.0057,-0.0138,0.01
23:45:40:698,0.0040,0.0038,-0.0137,0.01
23:45:40:718,0.0087,-0.0058,-0.0088,0.01
23:45:40:728,0.0084,-0.0010,-0.0133,0.02
23:45:40:732,0.0036,-0.0058,-0.0132,0.01
23:45:40:748,-0.0013,0.0038,-0.0131,0.01
23:45:40:765,-0.0060,0.0038,-0.0177,0.02
23:45:40:779,-0.0059,0.0132,-0.0126,0.02
23:45:40:779,0.0036,-0.0059,-0.0030,0.01
23:45:40:783,0.0035,0.0085,-0.0029,0.01
23:45:40:795,-0.0060,0.0036,0.0018,0.01
23:45:40:812,-0.0012,-0.0060,-0.0076,0.01
23:45:40:829,0.0035,0.0083,-0.0074,0.01
23:45:40:845,0.0035,-0.0107,-0.0072,0.01
23:45:40:851,0.0034,-0.0010,-0.0070,0.01
23:45:40:867,-0.0014,-0.0010,0.0025,0.00
23:45:40:881,-0.0013,-0.0057,-0.0116,0.01
23:45:40:881,-0.0012,-0.0009,-0.0115,0.01
23:45:40:882,-0.0060,-0.0056,-0.0114,0.01
23:45:40:887,-0.0012,-0.0008,0.0029,0.00
23:45:40:893,-0.0012,0.0087,-0.0114,0.01
23:45:40:898,0.0036,-0.0104,-0.0018,0.01
23:45:40:907,0.0036,-0.0055,-0.0065,0.01
23:45:40:908,-0.0013,-0.0055,-0.0112,0.01
23:45:40:913,-0.0012,-0.0007,-0.0016,0.00
23:45:40:927,0.0036,-0.0054,-0.0016,0.01
23:45:40:927,0.0083,-0.0007,0.0032,0.01
23:45:40:929,0.0035,-0.0054,-0.0016,0.01
23:45:40:933,0.0034,0.0041,-0.0063,0.01
23:45:40:953,-0.0062,0.0041,-0.0063,0.01
23:45:40:969,0.0034,-0.0006,-0.0014,0.00
23:45:40:979,0.0034,0.0042,-0.0107,0.01
23:45:40:984,0.0034,-0.0006,-0.0059,0.01
23:45:40:993,-0.0014,0.0042,-0.0011,0.00
23:45:40:993,-0.0014,0.0042,-0.0201,0.02
23:45:40:999,-0.0013,0.0089,-0.0152,0.02
23:45:41:018,0.0082,0.0040,-0.0008,0.01
23:45:41:036,0.0082,-0.0007,-0.0101,0.01
23:45:41:051,-0.0060,0.0040,-0.0100,0.01
23:45:41:068,0.0083,-0.0008,-0.0100,0.01
23:45:41:085,0.0035,-0.0055,0.0044,0.01
23:45:41:103,0.0036,0.0042,-0.0052,0.01
23:45:41:120,-0.0012,0.0089,-0.0004,0.01
23:45:41:142,0.0083,-0.0007,0.0093,0.01
23:45:41:156,0.0035,-0.0007,-0.0049,0.01
23:45:41:158,0.0036,0.0041,-0.0048,0.01
23:45:41:158,0.0035,0.0041,-0.0095,0.01
23:45:41:164,0.0034,-0.0006,0.0001,0.00
23:45:41:176,-0.0014,-0.0006,0.0096,0.01
23:45:41:176,0.0034,-0.0006,0.0048,0.01
23:45:41:178,0.0034,0.0041,0.0000,0.01
23:45:41:184,-0.0014,-0.0101,-0.0095,0.01
23:45:41:200,0.0034,0.0042,-0.0094,0.01
23:45:41:220,-0.0015,-0.0005,0.0002,0.00
23:45:41:229,-0.0015,-0.0100,-0.0043,0.01
23:45:41:235,-0.0015,0.0043,0.0005,0.00
23:45:41:244,-0.0014,0.0137,-0.0090,0.02
23:45:41:244,-0.0014,-0.0006,0.0101,0.01
23:45:41:249,-0.0014,0.0042,0.0052,0.01
23:45:41:270,-0.0013,0.0041,-0.0090,0.01
23:45:41:290,0.0034,-0.0007,-0.0088,0.01
23:45:41:302,0.0082,-0.0008,-0.0084,0.01
23:45:41:316,0.0034,-0.0008,-0.0084,0.01
23:45:41:335,0.0080,-0.0056,-0.0130,0.02
23:45:41:352,-0.0062,-0.0007,0.0064,0.01
23:45:41:369,0.0080,-0.0008,-0.0078,0.01
23:45:41:385,-0.0016,0.0040,-0.0076,0.01
23:45:41:405,-0.0064,-0.0055,-0.0023,0.01
23:45:41:422,0.0033,-0.0055,-0.0068,0.01
23:45:41:444,-0.0065,0.0089,-0.0066,0.01
23:45:41:461,-0.0017,0.0041,-0.0015,0.00
23:45:41:477,-0.0017,-0.0006,0.0035,0.00
23:45:41:495,-0.0064,-0.0054,-0.0012,0.01
23:45:41:511,0.0080,0.0043,-0.0105,0.01
23:45:41:528,-0.0016,-0.0099,-0.0103,0.01
23:45:41:546,-0.0065,-0.0051,0.0041,0.01
23:45:41:563,-0.0063,-0.0098,-0.0101,0.02
23:45:41:579,-0.0015,0.0044,-0.0005,0.00
23:45:41:596,-0.0016,0.0044,0.0043,0.01
23:45:41:613,-0.0063,0.0043,-0.0052,0.01
23:45:41:631,-0.0063,-0.0004,-0.0050,0.01
23:45:41:648,-0.0014,-0.0051,-0.0002,0.01
23:45:41:667,-0.0060,-0.0051,-0.0096,0.01
23:45:41:686,-0.0058,-0.0004,-0.0047,0.01
23:45:41:692,-0.0058,-0.0053,0.0051,0.01
23:45:41:697,0.0037,-0.0053,0.0051,0.01
23:45:41:701,-0.0011,-0.0099,-0.0045,0.01
23:45:41:714,-0.0058,0.0044,-0.0044,0.01
23:45:41:714,0.0037,-0.0004,0.0004,0.00
23:45:41:717,0.0085,-0.0004,-0.0044,0.01
23:45:41:740,-0.0011,-0.0003,0.0051,0.01
23:45:41:758,-0.0009,-0.0052,0.0051,0.01
23:45:41:767,-0.0009,-0.0051,-0.0044,0.01
23:45:41:783,-0.0009,0.0045,-0.0044,0.01
23:45:41:805,-0.0010,-0.0097,0.0005,0.01
23:45:41:821,-0.0058,0.0093,0.0006,0.01
23:45:41:827,-0.0010,0.0091,-0.0039,0.01
23:45:41:833,0.0038,-0.0005,-0.0039,0.01
23:45:41:847,-0.0057,-0.0053,0.0056,0.01
23:45:41:852,0.0037,0.0090,-0.0038,0.01
23:45:41:869,0.0036,0.0090,-0.0133,0.02
23:45:41:875,0.0083,-0.0102,0.0059,0.01
23:45:41:890,0.0034,0.0042,0.0106,0.01
23:45:41:897,-0.0063,-0.0053,-0.0036,0.01
23:45:41:902,0.0033,-0.0052,-0.0036,0.01
23:45:41:923,-0.0062,-0.0004,-0.0036,0.01
23:45:41:932,-0.0015,-0.0053,-0.0081,0.01
23:45:41:952,-0.0015,0.0091,-0.0128,0.02
23:45:41:963,-0.0014,-0.0004,-0.0172,0.02
23:45:41:968,-0.0061,-0.0052,-0.0075,0.01
23:45:41:977,-0.0013,-0.0004,-0.0027,0.00
23:45:41:977,0.0034,-0.0052,-0.0122,0.01
23:45:41:982,-0.0108,-0.0052,-0.0073,0.01
23:45:42:000,0.0035,0.0044,-0.0073,0.01
23:45:42:007,0.0034,0.0043,0.0026,0.01
23:45:42:013,-0.0014,0.0090,-0.0164,0.02
23:45:42:018,0.0082,-0.0005,-0.0068,0.01
23:45:42:029,-0.0061,0.0090,-0.0163,0.02
23:45:42:030,-0.0013,0.0042,-0.0161,0.02
23:45:42:033,-0.0060,-0.0053,-0.0112,0.01
23:45:42:048,0.0035,-0.0005,-0.0159,0.02
23:45:42:054,0.0084,0.0091,-0.0109,0.02
23:45:42:068,-0.0012,-0.0004,-0.0014,0.00
23:45:42:068,-0.0059,0.0043,-0.0013,0.01
23:45:42:068,0.0037,0.0090,0.0034,0.01
23:45:42:086,0.0085,0.0042,-0.0014,0.01
23:45:42:093,-0.0012,0.0041,-0.0154,0.02
23:45:42:099,-0.0059,-0.0006,-0.0200,0.02
23:45:42:103,-0.0058,0.0088,-0.0056,0.01
23:45:42:115,0.0037,-0.0007,-0.0103,0.01
23:45:42:115,0.0037,-0.0007,0.0135,0.01
23:45:42:118,0.0036,-0.0055,-0.0103,0.01
23:45:42:141,-0.0011,-0.0007,-0.0102,0.01
23:45:42:162,0.0084,0.0043,-0.0100,0.01
23:45:42:183,-0.0060,-0.0005,-0.0097,0.01
23:45:42:201,-0.0011,0.0042,-0.0143,0.01
23:45:42:220,0.0034,-0.0101,-0.0045,0.01
23:45:42:239,-0.0013,-0.0005,-0.0090,0.01
23:45:42:256,-0.0061,0.0043,-0.0089,0.01
23:45:42:276,-0.0013,-0.0100,-0.0230,0.03
23:45:42:293,0.0034,-0.0004,-0.0035,0.00
23:45:42:311,0.0033,-0.0051,0.0012,0.01
23:45:42:326,-0.0015,0.0091,0.0012,0.01
23:45:42:342,0.0034,0.0089,0.0013,0.01
23:45:42:355,-0.0060,0.0041,0.0014,0.01
23:45:42:356,0.0035,-0.0007,-0.0034,0.00
23:45:42:360,-0.0060,-0.0007,-0.0033,0.01
23:45:42:365,0.0035,-0.0006,0.0014,0.00
23:45:42:369,-0.0012,-0.0006,-0.0033,0.00
23:45:42:380,-0.0012,-0.0006,0.0014,0.00
23:45:42:381,-0.0012,-0.0053,-0.0033,0.01
23:45:42:384,0.0035,0.0042,-0.0080,0.01
23:45:42:398,-0.0060,-0.0054,-0.0080,0.01
23:45:42:404,0.0035,0.0088,0.0016,0.01
23:45:42:415,0.0035,0.0040,-0.0127,0.01
23:45:42:416,0.0035,-0.0007,-0.0078,0.01
23:45:42:419,-0.0013,-0.0008,-0.0030,0.00
23:45:42:430,0.0036,-0.0007,-0.0077,0.01
23:45:42:430,0.0035,-0.0007,-0.0076,0.01
23:45:42:435,0.0035,-0.0007,-0.0076,0.01
23:45:42:449,-0.0013,-0.0055,-0.0028,0.01
23:45:42:468,0.0035,-0.0055,0.0067,0.01
23:45:42:487,0.0035,0.0041,0.0018,0.01
23:45:42:506,-0.0013,-0.0007,0.0065,0.01
23:45:42:523,-0.0011,-0.0006,-0.0032,0.00
23:45:42:539,-0.0013,-0.0055,-0.0031,0.01
23:45:42:554,-0.0061,-0.0007,0.0017,0.01
23:45:42:555,-0.0013,-0.0054,0.0017,0.01
23:45:42:556,-0.0014,-0.0007,0.0016,0.00
23:45:42:572,0.0034,-0.0006,-0.0031,0.00
23:45:42:586,-0.0013,0.0042,-0.0173,0.02
23:45:42:602,0.0034,0.0088,-0.0076,0.01
23:45:42:618,0.0034,-0.0008,-0.0075,0.01
23:45:42:635,-0.0062,-0.0054,-0.0120,0.01
23:45:42:655,0.0034,-0.0099,0.0073,0.01
23:45:42:671,-0.0016,-0.0052,-0.0117,0.01
23:45:42:687,-0.0015,-0.0004,0.0028,0.00
23:45:42:705,-0.0014,-0.0051,-0.0066,0.01
23:45:42:721,0.0080,0.0044,-0.0065,0.01
23:45:42:737,0.0034,0.0044,0.0031,0.01
23:45:42:755,-0.0061,0.0044,0.0032,0.01
23:45:42:772,0.0034,-0.0053,-0.0063,0.01
23:45:42:788,0.0126,-0.0003,-0.0061,0.01
23:45:42:806,0.0030,-0.0003,-0.0106,0.01
23:45:42:821,0.0078,0.0092,-0.0009,0.01
23:45:42:837,-0.0018,-0.0002,0.0134,0.01
23:45:42:856,0.0027,-0.0048,0.0038,0.01
23:45:42:870,-0.0071,-0.0048,-0.0103,0.01
23:45:42:887,-0.0070,0.0095,0.0135,0.02
23:45:42:901,0.0027,-0.0001,0.0134,0.01
23:45:42:902,0.0027,-0.0001,0.0038,0.00
23:45:42:911,-0.0068,0.0047,-0.0057,0.01
23:45:42:912,-0.0068,-0.0048,-0.0056,0.01
23:45:42:916,-0.0115,-0.0001,-0.0008,0.01
23:45:42:921,-0.0019,-0.0001,0.0039,0.00
23:45:42:934,0.0028,0.0046,-0.0056,0.01
23:45:42:954,0.0029,-0.0001,-0.0056,0.01
23:45:42:973,-0.0018,0.0045,0.0039,0.01
23:45:42:988,-0.0017,0.0044,0.0039,0.01
23:45:42:998,-0.0016,0.0044,-0.0057,0.01
23:45:43:002,-0.0158,0.0092,0.0181,0.03
23:45:43:016,-0.0062,0.0091,-0.0010,0.01
